,title,date,country,genre,rate
378,Lovci a obeti,26 March 2015 (Czech Republic),Czech Republic,['Action'],3.5
379,Tie the Knot,21 February 2017 (USA),USA,"['Comedy', 'Drama']",3.5
380,Meinu Ek Ladki Chaahiye,26 September 2014 (India),India,"['Comedy', 'Crime']",3.5
381,Enero,13 February 2015 (Mexico),Mexico,[],3.5
382,Metropole,14 May 2014 (Iran),Iran,[],3.5
383,Qalb el-Asad,10 October 2013 (Kuwait),Egypt,[],3.5
384,The UnMiracle,1 August 2017 (USA),USA,[],3.5
385,The Christmas Colt,5 November 2013 (USA),USA,['Drama'],3.5
386,Destinos,1 September 2014 (Colombia),Colombia,[],3.5
387,The Unexpected Bar Mitzvah,26 July 2015 (USA),,[],3.5
388,O Teri,28 March 2014 (India),India,['Comedy'],3.5
389,10.0 Earthquake,11 October 2014 (USA),USA,"['Action', 'Adventure']",3.5
390,A Demon Within,12 January 2018 (USA),USA,"['Drama', 'Horror']",3.5
391,The Divine Tragedies,3 October 2015 (USA),USA,"['Drama', 'Horror']",3.5
392,"Burning, Burning",26 September 2015 (UK),Canada,"['Drama', 'Fantasy']",3.5
393,Earthrise,Thriller,USA,['Drama'],3.5
394,Courageous Love,14 February 2017 (USA),USA,['Drama'],3.5
395,Namboothiri Yuvavu @43,29 November 2013 (India),India,['Comedy'],3.5
396,Bound,9 January 2015 (USA),USA,['Drama'],3.5
397,Highway to Havasu,7 March 2017 (USA),USA,"['Adventure', 'Comedy']",3.5
398,Monayi Angane Aanayi,27 June 2014 (India),India,"['Comedy', 'Drama']",3.5
399,Shark Lake,2 October 2015 (USA),USA,"['Action', 'Adventure']",3.5
400,The Spiritualist,27 September 2016 (UK),UK,"['Drama', 'Horror']",3.5
401,Monsoon,20 February 2015 (India),India,"['Comedy', 'Drama']",3.5
402,Ulsaha Committee,2 May 2014 (India),India,['Comedy'],3.5
403,The Emigrated Birds,27 January 2013 (Sweden),Sweden,[],3.5
404,Tsunambee: The Wrath Cometh,2015 (USA),USA,['Drama'],3.5
405,King Charles,March 2017 (USA),USA,"['Action', 'Crime']",3.5
406,Kusina,9 November 2016 (Philippines),Philippines,[],3.5
407,Kingdom of Gladiators: The Tournament,15 May 2017 (UK),USA,"['Action', 'Drama']",3.5
408,Road to Hell,1 February 2017 (USA),USA,[],3.5
409,Toque de lo Alto,5 May 2016 (Costa Rica),Costa Rica,"['Biography', 'Drama']",3.5
410,Extraordinary,7 September 2017 (USA),USA,[],3.5
411,Pamuk Prens,7 October 2016 (Turkey),Turkey,['Comedy'],3.5
412,Voyangkor Sundor,4 August 2017 (Bangladesh),Bangladesh,[],3.5
413,Cloudy,10 November 2017 (Taiwan),Taiwan,[],3.5
414,The Magnificent Eleven,13 May 2013 (UK),UK,"['Comedy', 'Drama']",3.6
415,Awakened,21 March 2014 (USA),USA,"['Drama', 'Mystery']",3.6
416,Persecuted,18 July 2014 (USA),USA,"['Action', 'Drama']",3.6
417,Waxie Moon in Fallen Jewel,31 March 2015 (USA),USA,"['Comedy', 'Drama']",3.6
418,The Red House,7 October 2014 (USA),USA,"['Drama', 'Horror']",3.6
419,Dead South,2016 (USA),USA,"['Action', 'Drama']",3.6
420,Echo Dr.,8 November 2013 (USA),USA,"['Action', 'Drama']",3.6
421,A Matter of Faith,1 May 2016 (UK),USA,[],3.6
422,Koi suru minami,14 December 2013 (Japan),Japan,['Comedy'],3.6
423,Thirty Nine,2016 (USA),USA,[],3.6
424,Sidewalk Singer,20 April 2013 (USA),USA,[],3.6
425,Red River Moon,20 June 2013 (USA),USA,['Adventure'],3.6
426,Lonely Boys,2016 (USA),USA,"['Comedy', 'Drama']",3.6
427,Split,18 March 2017 (USA),USA,['Drama'],3.6
428,Die Innere Zone,31 July 2014 (Germany),Germany,['Drama'],3.6
429,As Dreamers Do,17 April 2014 (USA),USA,"['Biography', 'Drama']",3.6
430,Bathrooms,17 December 2013 (Italy),Italy,['Comedy'],3.6
431,Elizabeth Bathory,Thriller,USA,['Drama'],3.6
432,The Sin Seer,13 October 2015 (USA),USA,['Drama'],3.6
433,Rouh's Beauty,3 April 2014 (Egypt),Egypt,[],3.6
434,94 Feet,29 January 2016 (USA),USA,[],3.6
435,Sendero,12 October 2015 (Spain),Chile,"['Action', 'Drama']",3.6
436,Alnabatshy,3 October 2014 (Egypt),Egypt,['Comedy'],3.6
437,Ava's Impossible Things,16 July 2016 (USA),USA,['Drama'],3.6
438,Haiiro no karasu,21 March 2015 (Japan),Japan,[],3.6
439,The Reporter,6 March 2015 (India),India,['Crime'],3.6
440,Mamaboy,3 September 2016 (USA),USA,"['Comedy', 'Drama']",3.6
441,Temple,1 September 2017 (USA),Japan,"['Adventure', 'Drama']",3.6
442,Walser,20 May 2016 (Poland),Poland,[],3.6
443,Utopiayile Rajavu,27 August 2015 (India),India,[],3.6
444,Sadie,23 February 2018 (Germany),UK,"['Drama', 'Fantasy']",3.6
445,One Under the Sun,14 March 2017 (USA),USA,"['Drama', 'Mystery']",3.6
446,Frat Star,3 January 2017 (USA),USA,['Comedy'],3.6
447,Fantasma,29 November 2015 (Spain),Spain,[],3.6
448,Beni sen anlat,20 February 2014 (Turkey),Turkey,[],3.6
449,Dead West,Horror,USA,['Crime'],3.6
450,El khalbous,29 July 2015 (Egypt),Egypt,[],3.6
451,Hymns,Romance,USA,['Drama'],3.6
452,Man Va Sharmin,6 September 2017 (Iran),Iran,"['Comedy', 'Drama']",3.6
453,Historia Roja,4 March 2016 (Poland),Poland,"['Drama', 'History']",3.6
454,Sweetiee Weds NRI,2 June 2017 (India),India,"['Comedy', 'Drama']",3.6
455,Inheritance,2 June 2017 (USA),USA,"['Drama', 'Horror']",3.6
456,Koppayile Kodumkattu,30 September 2016 (India),India,[],3.6
457,Derakula,29 June 2016 (Iran),Iran,"['Comedy', 'Drama']",3.6
458,Hatton Garden the Heist,17 October 2016 (UK),UK,"['Action', 'Crime']",3.6
459,Climax,23 August 2013 (India),India,['Drama'],3.6
460,Z¨¢rtoszt¨¢ly,18 October 2014 (Hungary),Hungary,['Drama'],3.6
461,Yarimdunya,9 April 2015 (Azerbaijan),Azerbaijan,[],3.6
462,Elevator to Salvation,17 August 2015 (USA),USA,[],3.6
463,Germ,12 March 2013 (USA),USA,"['Action', 'Drama']",3.7
464,Don Peyote,9 May 2014 (USA),USA,['Comedy'],3.7
465,Sierpniowe niebo. 63 dni chwaly,13 September 2013 (Poland),Poland,['Drama'],3.7
466,Assumed Killer,1 November 2013 (USA),USA,"['Drama', 'Mystery']",3.7
467,Gilgamesh,20 November 2014 (USA),USA,"['Drama', 'Fantasy']",3.7
468,Consequence,1 August 2015 (UK),UK,[],3.7
469,The Last Light,1 June 2014 (USA),USA,['Drama'],3.7
470,Treachery,1 September 2014 (USA),USA,['Drama'],3.7
471,Aatma,22 March 2013 (India),India,"['Drama', 'Horror']",3.7
472,Sona Spa,22 March 2013 (India),India,"['Drama', 'Mystery']",3.7
473,Julie,1 March 2013 (Sweden),Sweden,[],3.7
474,Palmera,8 January 2013 (Argentina),Argentina,[],3.7
475,St. Osmund's,May 2013 (USA),USA,"['Drama', 'Horror']",3.7
476,Lateef,1 January 2013 (India),India,"['Action', 'Crime']",3.7
477,Anna: Scream Queen Killer,September 2013 (USA),UK,['Drama'],3.7
478,Viktor,4 September 2014 (Russia),France,"['Action', 'Drama']",3.7
479,The Diplomat Hotel,4 September 2013 (Philippines),Philippines,"['Drama', 'Horror']",3.7
480,Deadly Intent,11 April 2016 (UK),UK,"['Drama', 'Horror']",3.7
481,Hypnagogic,2015 (USA),USA,"['Drama', 'Horror']",3.7
482,Forgotten in Still Frame,20 February 2016 (USA),USA,"['Action', 'Drama']",3.7
483,Feed the Gods,26 October 2014 (Canada),Canada,"['Adventure', 'Drama']",3.7
484,Summit,18 November 2014 (USA),USA,"['Comedy', 'Drama']",3.7
485,Vigilante 7,14 November 2015 (USA),USA,"['Crime', 'Drama']",3.7
486,Venial,14 April 2014 (USA),USA,"['Drama', 'Horror']",3.7
487,The Shelter,28 August 2015 (UK),Canada,"['Drama', 'Horror']",3.7
488,Rest Days,Thriller,USA,['Crime'],3.7
489,Masterless,30 September 2015 (USA),USA,['Drama'],3.7
490,Yeh Hai Bakrapur,9 May 2014 (India),India,['Comedy'],3.7
491,Ashbah,14 May 2014 (Iran),Iran,[],3.7
492,Gang of Ghosts,21 March 2014 (India),India,['Comedy'],3.7
493,Bramman,21 February 2014 (India),India,['Comedy'],3.7
494,Apex Rising,31 October 2016 (USA),USA,"['Crime', 'Drama']",3.7
495,"Looters, Tooters and Sawn-Off Shooters",22 September 2014 (UK),UK,[],3.7
496,Salem Abu Ukhtuh,1 May 2014 (Kuwait),Egypt,['Comedy'],3.7
497,Road,5 August 2017 (France),UK,"['Action', 'Crime']",3.7
498,North Mountain,8 August 2015 (Canada),Canada,"['Action', 'Crime']",3.7
499,Shaandaar,22 October 2015 (India),India,"['Comedy', 'Drama']",3.7
500,Crystal Inferno,2017 (France),France,"['Action', 'Adventure']",3.7
501,AmeriGeddon,13 May 2016 (USA),USA,['Action'],3.7
502,The Binding,2 August 2016 (USA),USA,"['Drama', 'Horror']",3.7
503,Kirmizi,15 May 2015 (Turkey),Turkey,['Drama'],3.7
504,Drink Me,27 April 2015 (UK),UK,['Drama'],3.7
505,To Let Ambadi Talkies,23 May 2014 (India),India,[],3.7
506,Njangalude Veettile Athidhikal,30 October 2014 (India),India,[],3.7
507,Vaaimai,8 September 2016 (India),India,['Action'],3.7
508,Hero,11 September 2015 (India),India,"['Action', 'Drama']",3.7
509,Watch Over Us,5 May 2015 (USA),USA,"['Comedy', 'Drama']",3.7
510,Normal,5 December 2015 (Australia),USA,[],3.7
511,Great Grand Masti,15 July 2016 (India),India,"['Comedy', 'Drama']",3.7
512,Lion,14 May 2015 (India),India,"['Action', 'Drama']",3.7
513,Sightings,7 November 2017 (USA),USA,"['Adventure', 'Drama']",3.7
514,In a Day,15 November 2015 (Egypt),Egypt,[],3.7
515,Vacance,17 October 2013 (South Korea),South Korea,[],3.7
516,Rasputin,7 August 2015 (India),India,['Comedy'],3.7
517,Burnout,11 October 2017 (Morocco),Morocco,[],3.7
518,Hogaya Dimaagh Ka Dahi,16 October 2015 (India),India,['Comedy'],3.7
519,The Enchanted Cottage,1 April 2016 (USA),USA,['Drama'],3.7
520,Warmth,17 April 2016 (Taiwan),Taiwan,[],3.7
521,Dk,13 February 2015 (India),India,['Comedy'],3.7
522,Eliksir,16 October 2015 (Russia),Russia,"['Comedy', 'Drama']",3.7
523,Ji xian tiao zhan zhi huang jia bao zang,15 January 2016 (China),China,[],3.7
524,Ozark Sharks,30 July 2016 (Poland),USA,"['Action', 'Adventure']",3.7
525,Shinderera g¨ºmu,1 October 2016 (Japan),Japan,[],3.7
526,Event Zero,April 2017 (Australia),Australia,"['Action', 'Drama']",3.7
527,Picture of Beauty,14 March 2017 (UK),UK,['Drama'],3.7
528,Encontro Silencioso,5 April 2018 (Portugal),Portugal,"['Adventure', 'Drama']",3.7
529,Botoks,29 September 2017 (Poland),Poland,"['Action', 'Drama']",3.7
530,Alleen Eline,4 October 2017 (Belgium),Belgium,[],3.7
531,Pa Too Kafshe Man Nakon,26 July 2017 (Iran),Iran,['Comedy'],3.7
532,Gangs of Tooting Broadway,4 February 2013 (UK),UK,"['Action', 'Crime']",3.8
533,The Canyons,2 August 2013 (USA),USA,['Drama'],3.8
534,Luna Park,12 February 2013 (USA),USA,[],3.8
535,Deceptions of Love,19 May 2013 (USA),USA,[],3.8
536,Death Valley,20 October 2015 (USA),USA,"['Crime', 'Drama']",3.8
537,Dilliwaali Zaalim Girlfriend,20 March 2015 (India),India,['Comedy'],3.8
538,Fate to Love,Drama,Australia,[],3.8
539,Cymbeline,13 March 2015 (USA),USA,[],3.8
540,Hacker's Game,25 March 2015 (France),France,"['Drama', 'Romance']",3.8
541,The Cockups,2015 (USA),USA,"['Comedy', 'Drama']",3.8
542,Money Back Policy,21 June 2013 (India),India,['Comedy'],3.8
543,The Carrier,26 January 2017 (UK),UK,"['Action', 'Drama']",3.8
544,Black Rose,25 January 2014 (Russia),Russia,"['Action', 'Crime']",3.8
545,Lazarus Rising,Drama,USA,['Action'],3.8
546,Excess Flesh,13 March 2015 (USA),USA,['Drama'],3.8
547,Anche Mardan Darbareye Zanan Nemidanand,19 November 2014 (Iran),Iran,['Comedy'],3.8
548,All Is Well,21 August 2015 (India),India,"['Adventure', 'Comedy']",3.8
549,Sins of a Call Girl,Drama,USA,[],3.8
550,Psympatico,Thriller,USA,['Drama'],3.8
551,Best Day Ever,9 December 2014 (USA),USA,['Drama'],3.8
552,Girls for Sale,Drama,UK,[],3.8
553,B'ella,7 July 2014 (Czech Republic),Malawi,['Drama'],3.8
554,The Offering,6 May 2016 (USA),Singapore,"['Drama', 'Horror']",3.8
555,Pottas Bomb,25 October 2013 (India),India,[],3.8
556,Las chicas del 3o,9 October 2014 (Argentina),Argentina,['Comedy'],3.8
557,Ask Sana Benzer,23 January 2015 (Turkey),Turkey,[],3.8
558,Mesmerized,Sci-Fi,USA,['Drama'],3.8
559,Chewing Gum,6 December 2013 (India),India,['Drama'],3.8
560,Yola ?ikmak,5 June 2015 (Turkey),Turkey,[],3.8
561,72 Model,26 April 2013 (India),India,['Comedy'],3.8
562,Run,1 December 2016 (USA),USA,[],3.8
563,God's Club,18 December 2015 (USA),USA,[],3.8
564,D'une pierre deux coups,20 April 2016 (France),France,[],3.8
565,Good Bad & Ugly,13 December 2013 (India),India,['Drama'],3.8
566,American Bad Boy,2 June 2015 (USA),USA,[],3.8
567,Senpai to kanojo,17 October 2015 (Japan),Japan,"['Comedy', 'Drama']",3.8
568,The Summoning,10 January 2017 (Canada),,"['Drama', 'Mystery']",3.8
569,Kalyanism,6 March 2015 (India),India,[],3.8
570,Oru Korean Padam,14 November 2014 (India),India,['Comedy'],3.8
571,A Closer Walk with Thee,28 February 2017 (USA),USA,['Drama'],3.8
572,Guinness,2015 (Iran),Iran,['Comedy'],3.8
573,Inheritance,11 March 2017 (USA),USA,[],3.8
574,The Seer,1 November 2016 (Canada),Canada,[],3.8
575,Two Steps from Hope,20 May 2017 (USA),USA,[],3.8
576,Unter deutschen Betten,5 October 2017 (Germany),Germany,"['Comedy', 'Drama']",3.8
577,L'amour des hommes,28 February 2018 (France),France,[],3.8
578,Charlotte,1 May 2017 (Australia),Australia,['Drama'],3.8
579,Hoe kamelen leeuwen worden,13 July 2017 (France),Belgium,[],3.8
580,The Last Verse,18 March 2017 (Taiwan),Taiwan,[],3.8
581,Akhlaa El-Abid,29 March 2017 (Egypt),Egypt,['Crime'],3.8
582,Deckname Jenny,26 October 2017 (Germany),Germany,[],3.8
583,"Tak erkir, tsurt dzmer",4 May 2016 (Armenia),Armenia,[],3.9
584,Kamp,23 April 2013 (Turkey),Turkey,"['Action', 'Drama']",3.9
585,Roadside,14 April 2015 (USA),USA,"['Drama', 'Horror']",3.9
586,Taking Stock,5 February 2016 (UK),UK,"['Comedy', 'Crime']",3.9
587,Kalevala - uusi aika,15 November 2013 (Finland),Finland,['Drama'],3.9
588,To Hell with a Bullet,17 August 2013 (USA),USA,"['Drama', 'Horror']",3.9
589,Free the Nipple,12 December 2014 (USA),USA,['Comedy'],3.9
590,Hope for Love,1 January 2013 (USA),USA,[],3.9
591,Believe Again,2 March 2013 (USA),USA,['Drama'],3.9
592,The Disappointments Room,9 September 2016 (USA),USA,"['Drama', 'Horror']",3.9
593,Criticsized,13 December 2016 (USA),USA,"['Action', 'Crime']",3.9
594,Dead Within,9 September 2014 (USA),USA,"['Drama', 'Horror']",3.9
595,Ambushed,16 October 2013 (Philippines),USA,"['Action', 'Crime']",3.9
596,Bez doteku,28 March 2013 (Czech Republic),Czech Republic,['Drama'],3.9
597,Annunciation to a Third Milennium Citizen,9 October 2013 (Iran),Iran,['Crime'],3.9
598,Bharya Athra Pora,20 June 2013 (Kuwait),India,['Drama'],3.9
599,Gabrielle,1 May 2014 (Germany),USA,['Drama'],3.9
600,Scandal,13 March 2013 (Iran),Iran,['Comedy'],3.9
601,True Law,25 August 2015 (USA),USA,[],3.9
602,Chasing Grace,31 December 2015 (USA),USA,[],3.9
603,Chocolate City,14 May 2016 (Germany),USA,[],3.9
604,Your Move,1 December 2017 (France),USA,"['Crime', 'Drama']",3.9
605,Az Tehran Ta Behesht,August 2013 (Canada),Iran,['Drama'],3.9
606,Khabar e khasi nist,6 January 2016 (Iran),Iran,['Drama'],3.9
607,Certified Dead,Mystery,Singapore,['Drama'],3.9
608,Manual de principiantes para ser presidente,4 November 2016 (USA),Mexico,['Comedy'],3.9
609,Feast of the Body,25 October 2016 (USA),USA,['Drama'],3.9
610,August in Tokyo,26 October 2014 (Japan),Japan,['Drama'],3.9
611,Rasam,23 January 2015 (India),India,[],3.9
612,Wings of the Wind,March 2015 (USA),USA,['Drama'],3.9
613,Moth,21 February 2017 (USA),UK,"['Drama', 'Horror']",3.9
614,Dreamy,17 September 2014 (Iran),Iran,['Comedy'],3.9
615,Born Guilty,11 May 2018 (USA),USA,"['Comedy', 'Drama']",3.9
616,Echoes,23 April 2015 (UK),UK,[],3.9
617,La pi¨¨ce,12 October 2016 (France),France,['Comedy'],3.9
618,37,7 October 2016 (USA),Denmark,[],3.9
619,Appavum Veenjum,12 June 2015 (India),India,['Drama'],3.9
620,Befikre,9 December 2016 (India),India,"['Comedy', 'Drama']",3.9
621,Skinford,March 2017 (Australia),Australia,"['Action', 'Adventure']",3.9
622,Wayang Boy,13 November 2014 (Singapore),Singapore,[],3.9
623,Valley of Ditches,21 March 2017 (USA),USA,"['Crime', 'Drama']",3.9
624,Organik Ask Hikayeleri,2017 (Turkey),Turkey,"['Comedy', 'Drama']",3.9
625,O Dia em que Explodiu Mabata Bata,30 April 2017 (Mozambique),Mozambique,[],3.9
626,Noor,21 April 2017 (India),India,['Comedy'],3.9
627,B¨®g w Krakowie,3 June 2016 (Poland),Poland,[],3.9
628,Connected Killer,March 2016 (USA),USA,"['Drama', 'Horror']",3.9
629,Bayou Ghost Story,18 April 2017 (USA),USA,"['Drama', 'Horror']",3.9
630,El-Bab Yefawwet Amal,22 September 2016 (Kuwait),Egypt,['Comedy'],3.9
631,Faith's Song,20 January 2017 (USA),USA,[],3.9
632,PG lin oi ji yin,28 February 2016 (Hong Kong),Hong Kong,[],3.9
633,Xich¨¦ng t¨®nghu¨¤,6 January 2017 (Taiwan),Taiwan,[],3.9
634,Mister,14 April 2017 (India),India,[],3.9
635,Desear¨¢s al hombre de tu hermana,5 October 2017 (Argentina),Argentina,"['Comedy', 'Drama']",3.9
636,The Intruders,31 December 2017 (USA),USA,[],4
637,The Cosmonaut,14 May 2013 (Spain),Spain,"['Drama', 'Romance']",4
638,Martyrs,22 January 2016 (USA),USA,"['Drama', 'Horror']",4
639,Tetta Reddast,1 March 2013 (Iceland),Iceland,['Comedy'],4
640,Dragon Day,28 October 2014 (USA),USA,"['Drama', 'Sci-Fi']",4
641,Remnants,May 2013 (France),USA,"['Action', 'Drama']",4
642,The Last Exorcism Part II,9 May 2013 (Hong Kong),France,"['Drama', 'Horror']",4
643,Wang chao de nu ren: Yang Gui Fei,30 July 2015 (China),China,"['Drama', 'History']",4
644,Alicia's Dream,22 September 2017 (Mexico),USA,"['Drama', 'Horror']",4
645,Kill Kapone,2014 (USA),USA,"['Action', 'Crime']",4
646,Subterranea,13 September 2016 (USA),USA,['Drama'],4
647,Americons,29 December 2017 (USA),USA,"['Action', 'Biography']",4
648,We Will Riot,25 September 2013 (Lithuania),Lithuania,['Drama'],4
649,Bullets for Jesus,7 July 2015 (USA),USA,"['Action', 'Adventure']",4
650,Somnambula,21 February 2013 (Russia),Russia,[],4
651,Beyond,25 April 2014 (UK),UK,"['Drama', 'Romance']",4
652,Shadow,26 April 2013 (India),India,"['Action', 'Crime']",4
653,Mouthpiece,16 August 2016 (USA),USA,"['Comedy', 'Drama']",4
654,The Unwanted,31 March 2014 (USA),USA,"['Drama', 'Horror']",4
655,Home,March 2016 (USA),USA,"['Drama', 'Horror']",4
656,Phantom of the Woods,30 June 2013 (USA),USA,"['Drama', 'Horror']",4
657,Rebecca Uthup Kizhakemala,8 March 2013 (India),India,"['Drama', 'Romance']",4
658,As Night Comes,14 November 2014 (USA),USA,['Crime'],4
659,Barrio Brawler,27 August 2013 (USA),USA,"['Action', 'Crime']",4
660,War Story,30 July 2014 (USA),USA,[],4
661,Bob?,14 May 2015 (Portugal),Portugal,['Drama'],4
662,Superstar,13 May 2013 (India),India,[],4
663,Last Son,20 June 2013 (USA),USA,"['Action', 'Drama']",4
664,P Se PM Tak,29 May 2015 (India),India,['Comedy'],4
665,Piccolo Grande Amore,1 February 2013 (Spain),Spain,[],4
666,Stomping Ground,February 2016 (USA),USA,"['Crime', 'Drama']",4
667,Odmevi casa,11 October 2014 (Poland),Slovenia,['Drama'],4
668,Un voyage,23 April 2014 (France),France,[],4
669,Eroddity(s),23 April 2014 (France),USA,"['Drama', 'Fantasy']",4
670,Hope Lost,February 2015 (USA),Italy,['Drama'],4
671,The Stall,5 June 2016 (USA),USA,['Drama'],4
672,La noche del lobo,6 October 2016 (Argentina),Argentina,[],4
673,"Paradise, FL",11 April 2015 (USA),USA,['Drama'],4
674,Strangers Within,24 April 2017 (UK),UK,"['Drama', 'Horror']",4
675,Another Kind of Wedding,18 May 2018 (Canada),Canada,['Comedy'],4
676,Avatharam,1 August 2014 (India),India,"['Action', 'Crime']",4
677,Luciferous,5 April 2016 (Canada),Canada,"['Drama', 'Horror']",4
678,Die Schlikkerfrauen,18 September 2014 (Germany),Germany,['Comedy'],4
679,Sick of it All,3 January 2017 (USA),USA,"['Comedy', 'Drama']",4
680,Extraction,18 December 2015 (USA),USA,"['Action', 'Adventure']",4
681,Native,23 February 2018 (UK),UK,['Drama'],4
682,Buffalo,30 December 2015 (Iran),Iran,['Drama'],4
683,Cosmic Sex,15 February 2015 (India),India,[],4
684,Soul Survivors: Dating Angels,14 February 2015 (USA),USA,[],4
685,"Hashire, zetsubou ni oitsukarenai hayasa de",4 June 2016 (Japan),Japan,[],4
686,Atacada: la teor¨ªa del dolor,March 2015 (Peru),Peru,[],4
687,A Christmas Carol,20 November 2015 (USA),Canada,"['Drama', 'Family']",4
688,Just a Measure of Faith,2014 (USA),USA,[],4
689,Perfect Piece,2016 (UK),UK,"['Comedy', 'Drama']",4
690,Axis,29 September 2017 (USA),USA,['Drama'],4
691,Mandy,24 January 2016 (USA),USA,['Drama'],4
692,Dance Camp,10 February 2016 (USA),USA,"['Comedy', 'Drama']",4
693,Almost Dead,2016 (Italy),Italy,"['Drama', 'Horror']",4
694,Sa-rang-i i-gin-da,10 September 2015 (South Korea),South Korea,[],4
695,Saigal Padukayanu,2 October 2015 (India),India,['Drama'],4
696,Reveries of the Solitary Actor,8 February 2016 (Algeria),Algeria,['Comedy'],4
697,Czulosc,Drama,Poland,[],4
698,5150,Thriller,USA,[],4
699,Joseph and Mary,2 November 2016 (Canada),Canada,[],4
700,Slaba plec?,1 January 2016 (Poland),Poland,"['Comedy', 'Drama']",4
701,Sik mou,22 October 2015 (Hong Kong),Hong Kong,[],4
702,Thirunaal,5 August 2016 (India),India,"['Action', 'Drama']",4
703,Raabta,9 June 2017 (India),India,"['Action', 'Drama']",4
704,Revelation Blue: Prisoner of Hope,Drama,USA,['Adventure'],4
705,Minezota,Drama,Mexico,[],4
706,Vezir Parmagi,25 January 2017 (Turkey),Turkey,"['Comedy', 'Drama']",4
707,Blood Prism,12 December 2017 (USA),USA,"['Drama', 'Horror']",4
708,Oracle,4 November 2017 (USA),USA,['Drama'],4
709,Khandehaye-Atoosa,27 April 2016 (Iran),Iran,[],4
710,Executor,15 August 2017 (USA),USA,['Action'],4
711,Rokudenashi,15 April 2017 (Japan),Japan,[],4
712,Genco,17 February 2017 (Turkey),Turkey,['Drama'],4
713,Autumn Sonata,19 October 2017 (South Korea),South Korea,"['Drama', 'Family']",4
714,Ciel rouge,23 August 2017 (France),France,['Drama'],4
715,Kimaat Mefursemet,22 June 2017 (Israel),Israel,"['Comedy', 'Drama']",4
716,The Secret Kiss,20 September 2017 (UK),UK,['Drama'],4
717,How Funny,22 April 2016 (Nepal),Nepal,['Comedy'],4
718,Singularity,24 November 2017 (USA),Switzerland,"['Action', 'Adventure']",4
719,Artax: Un Nuevo Comienzo,7 September 2017 (Chile),Chile,"['Drama', 'Romance']",4
720,Volubilis,19 September 2018 (France),Morocco,[],4
721,Gheyre Mojaz,1 November 2017 (Iran),Iran,[],4
722,Ry?sei,16 November 2013 (Japan),Japan,['Drama'],1
723,Qi che ren zong dong yuan,3 July 2015 (China),China,"['Animation', 'Adventure']",1.1
724,Vzlomat blogerov,10 November 2016 (Russia),Russia,"['Animation', 'Comedy']",1.2
725,¨¦ Fada!,6 October 2016 (Brazil),Brazil,"['Comedy', 'Family']",1.5
726,Saving Christmas,14 November 2014 (USA),USA,['Comedy'],1.5
727,Ya zai,18 July 2013 (Taiwan),Taiwan,"['Action', 'Drama']",1.6
728,A Talking Cat!?!,18 February 2013 (USA),USA,"['Comedy', 'Family']",2.5
729,An Easter Bunny Puppy,1 March 2013 (USA),USA,[],2.5
730,Pudsey the Dog: The Movie,18 July 2014 (UK),UK,['Comedy'],2.5
731,100 Meter Leeuloop,15 March 2013 (South Africa),South Africa,['Comedy'],2.7
732,Jurassic School,31 January 2017 (USA),USA,"['Comedy', 'Drama']",2.7
733,Dancin': It's On!,30 October 2015 (USA),USA,"['Family', 'Musical']",2.8
734,Battle for Skyark,24 June 2017 (Australia),USA,"['Action', 'Adventure']",2.8
735,Bad Girl,1 December 2016 (USA),USA,['Drama'],2.8
736,Adventures of Petey and Friends,1 January 2016 (USA),USA,"['Animation', 'Adventure']",2.8
737,Strana khoroshikh detochek,19 December 2013 (Russia),Russia,['Adventure'],2.9
738,"Karol, kt¨®ry zostal swietym",21 March 2014 (Poland),Poland,"['Animation', 'Biography']",2.9
739,Wishes,20 May 2014 (USA),USA,[],3
740,Santa Claws,3 December 2015 (Hungary),USA,['Family'],3
741,El Paseo De Teresa,December 2017 (Colombia),Colombia,['Comedy'],3
742,A Talking Pony!?!,1 September 2013 (USA),USA,"['Comedy', 'Family']",3.1
743,As o pas,19 October 2016 (Iran),Iran,"['Comedy', 'Family']",3.1
744,Salvation Street,13 November 2015 (Germany),USA,[],3.2
745,Beverly Hills Christmas,6 December 2015 (USA),USA,[],3.2
746,Seer 3,12 July 2013 (China),China,"['Animation', 'Adventure']",3.2
747,Doggy Daycare: The Movie,7 January 2015 (Canada),Canada,[],3.2
748,Balala the Fairies: Princess Camellia,1 October 2015 (China),China,"['Action', 'Adventure']",3.2
749,Superkid Academy: The Mission,4 July 2013 (USA),USA,[],3.2
750,The Emoji Movie,3 August 2017 (Hong Kong),USA,"['Animation', 'Adventure']",3.2
751,Yamato (Kariforunia),8 October 2016 (Canada),Japan,"['Drama', 'Family']",3.2
752,"Dude, Where's My Dog?!",25 May 2017 (Italy),USA,[],3.3
753,Moshi Monsters: The Movie,18 February 2018 (Hong Kong),UK,"['Animation', 'Adventure']",3.3
754,Janjal Dar Aroosi,1 December 2016 (Iran),Iran,"['Adventure', 'Comedy']",3.3
755,Sneezing Baby Panda: The Movie,19 November 2015 (Peru),Australia,"['Adventure', 'Comedy']",3.4
756,Moo Moo and the Three Witches,6 December 2015 (USA),USA,['Adventure'],3.4
757,Bigfoot Chronicles,Sci-Fi,USA,['Adventure'],3.4
758,The Three Dogateers,11 November 2014 (Netherlands),USA,[],3.4
759,Rotor DR1,20 October 2015 (USA),USA,['Family'],3.4
760,Julieum 4 Perum,24 March 2017 (India),India,[],3.4
